source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,gcns_prob,dist_50
5978158386565705216,15.869974,17.47488,14.626479,1.0,0.07832185
5977401613386557440,16.988068,18.833996,15.660669,1.0,0.08780442
5977402506739844096,18.83288,20.696957,17.298769,0.826,0.11074859
5978904267765893632,16.995253,17.739702,15.527742,0.75,0.10267661
5979663308818931840,14.048501,15.273284,12.948276,1.0,0.08095006
5978814554529577344,14.215308,15.496765,13.093911,1.0,0.09142093
5978619219375052160,13.477848,14.521173,12.39359,0.998,0.10586958
5978607674502658688,7.8449044,8.022735,7.521548,1.0,0.09720493
5978588978477454720,12.0288,12.763289,11.20014,1.0,0.095013134
5978652406555071872,12.080132,12.726338,11.306577,1.0,0.091568165
5978643546072448512,10.872633,11.447117,10.15418,1.0,0.08919191
5978875783588744448,16.532942,19.086683,15.1116085,1.0,0.037119098
5978693058437212288,10.8203535,11.451144,10.063287,1.0,0.06501774
5978762735678569344,20.256428,21.613867,17.847109,0.51,0.07805628
5978754802890176768,14.75242,16.592127,13.465462,1.0,0.09789203
5978767687792190848,16.851608,19.038317,15.429031,1.0,0.09533246
5975257698760532864,17.311935,19.164974,15.993992,1.0,0.09713229
5975262955800617984,16.398628,18.345377,15.084409,1.0,0.09554738
5974540336149181440,19.842226,21.416365,18.264742,0.75,0.115377635
5975272988854114048,18.534624,20.604984,17.13377,1.0,0.094672345
5975364218247678208,14.483918,15.828842,13.342675,1.0,0.081992395
5975596313981690880,14.733958,15.897895,12.812517,0.992,0.096122555
5975580237918967552,18.577559,20.977722,17.03176,1.0,0.05867419
5975379680129772288,15.996859,17.785696,14.724585,1.0,0.07823401
5975317695158795776,16.75024,16.91116,16.409908,1.0,0.03678722
5975317763881135872,6.29556,6.5636983,5.860828,0.994,0.039416365
5975320611441430656,15.939786,17.51037,14.719237,1.0,0.09545976
5975349615358601856,12.756974,14.134855,11.603649,1.0,0.022567382
5975415581767570688,19.969034,21.37212,18.457565,0.998,0.09163918
5974488968340084864,19.301926,21.11904,17.849464,1.0,0.09545105
5974491893211647488,15.870846,17.700537,14.586844,1.0,0.054828856
5974620604822526592,13.816833,15.315856,12.619563,1.0,0.049646575
5974940008621280384,15.449317,15.29692,15.734995,1.0,0.052905094
5974958459800389760,11.139345,12.073365,10.186582,1.0,0.036689006
5974958459800389632,12.0625,13.184313,11.010693,1.0,0.036631733
5975359751481904128,12.919386,14.064769,11.8591175,1.0,0.04218586
5975356899623619328,12.427441,13.486813,11.408353,1.0,0.04201981
5974885273558674560,15.857599,17.382027,14.651697,1.0,0.07705663
5974714544352732032,14.44107,15.748856,13.3082285,1.0,0.07095678
5974980145096408704,13.882836,15.128681,12.778218,1.0,0.06428629
5974924585399051392,14.816505,16.30527,13.6272955,0.998,0.08864723
5975662598217422464,15.027844,16.607998,13.812977,1.0,0.07428496
5975663354131618304,9.386162,10.588366,8.294535,1.0,0.007242502
5975671566109134720,18.835314,21.180521,17.36957,1.0,0.09675589
5975673627693446272,15.829006,17.37679,14.556185,1.0,0.09724753
5975673627688600576,19.750355,20.267956,19.086014,1.0,0.094318055
5975810379449715968,6.7847266,7.068468,6.324573,1.0,0.033041164
5978678833505641600,13.267366,14.355023,12.228953,1.0,0.08002125
5978680718975541760,17.497387,19.387009,16.195177,1.0,0.09767812
5978727620019986176,16.574722,18.813206,15.192848,1.0,0.10113742
5979091592727701504,10.15828,10.508746,9.641372,1.0,0.09939359
5975721319007443968,14.873464,16.228722,13.72642,1.0,0.08653169
5975747153233411200,17.716461,19.764475,16.36514,1.0,0.09729383
5974988116550497408,16.710682,18.497465,15.454895,1.0,0.09238864
5975825738252686336,15.21475,16.62494,14.052476,1.0,0.07998797
5976033064915174400,6.5461416,7.024162,5.9012866,1.0,0.081010796
5976037153724058240,14.059712,15.397598,12.9140215,1.0,0.06399691
5975850511624296192,12.236227,13.260115,11.217179,1.0,0.063812084
5976041311254396544,16.211376,17.827137,14.6001425,0.992,0.032807574
5976042887501445376,12.461701,13.722156,11.348033,1.0,0.03340129
5975849304736913024,15.953698,16.948383,14.109576,0.766,0.09213352
5975879751765717120,16.8647,18.899088,15.538063,1.0,0.07871966
5975886378892849280,12.173561,13.02627,11.262723,1.0,0.08227497
5975869680061097088,12.026085,12.760135,11.197254,1.0,0.09240994
5975890605146504064,20.109335,21.747452,18.572414,0.998,0.059497856
5975139883531026944,16.664665,18.381115,15.415902,1.0,0.09964758
5975897820687922688,12.514551,13.394366,11.5925045,1.0,0.086858064
5975141910751011968,20.398619,21.357342,18.937937,0.966,0.06879652
5978446591721236224,16.883257,18.25531,15.165097,0.966,0.09533104
5978445526572378752,17.668219,19.767153,16.31274,1.0,0.10028385
5978245522926796800,19.311743,19.307678,18.365582,0.85,0.10986641
5978495730509220736,17.435703,19.349367,15.950535,1.0,0.06384422
5979937568227214336,14.882424,16.403479,13.671728,1.0,0.07490313
5979943924695149184,19.505571,,,0.446,0.09877212
5979742778489524736,16.368717,17.899311,14.663404,1.0,0.032405786
5979738346093634816,14.58206,15.856229,13.440491,1.0,0.058720496
5979684504382218240,17.30109,19.394403,15.9327,1.0,0.07583211
5979685092809795712,14.6564665,16.343222,13.400813,1.0,0.046022315
5979713297858342528,15.442803,16.870384,14.223755,1.0,0.0981311
5979713297864011520,18.178099,18.296614,18.02496,1.0,0.10006548
5979766834692825216,14.38501,15.738289,13.215843,1.0,0.06790446
5979768861970898176,13.804659,14.9495945,12.724979,1.0,0.098543264
5979721617311674240,19.671461,,,0.584,0.098947875
5980018107485912448,14.604145,15.844854,13.471702,1.0,0.07345072
5979970686678326016,12.846285,13.645081,11.820775,1.0,0.08931259
5980035076792725760,16.562841,18.090609,15.382739,1.0,0.09108256
5980046522937736576,14.526979,16.566105,13.192404,1.0,0.025350653
5979951827579184896,10.506661,10.956247,9.893855,1.0,0.088066906
5979972065421605376,15.832445,17.39562,14.561308,1.0,0.08815357
5979768312213033728,16.77295,18.676315,15.466618,1.0,0.08467652
5979792771937695232,16.217852,17.48812,14.895992,0.964,0.10162262
5979887918435090560,13.953514,15.345894,12.78145,1.0,0.05460402
5978950344237959424,10.049076,10.390307,9.536389,1.0,0.098755084
5979798097678203136,19.702787,21.055862,18.154373,0.382,0.113093786
5979048922290153216,13.241354,14.171474,12.071059,0.998,0.090916805
5978799814149983488,13.828773,15.005776,12.748059,1.0,0.078846596
5979031536216984960,19.774158,21.201468,18.142252,0.99,0.086880066
5978985558581221760,10.151349,11.095497,9.19228,1.0,0.025902051
5978995694696930560,12.355958,13.324903,11.358033,1.0,0.0667212
5979771542030551552,15.549697,17.224077,14.283453,1.0,0.062181897
5979869261029398144,16.834368,19.049706,15.476681,1.0,0.05591445
5979868676913144192,19.103193,,,0.388,0.113141865
5979378913201506048,14.421493,16.147398,13.160741,1.0,0.04201911
5979020850331877760,20.178303,21.9331,18.724024,0.998,0.08990232
5979397639214460416,19.206522,21.024033,17.713661,1.0,0.100921296
5980062672022523520,18.469627,,,0.654,0.10908128
5980056345464444032,14.300767,15.538476,13.194889,1.0,0.08257561
6028106176153431040,14.014613,15.215907,12.920692,1.0,0.08484559
6028176201410206208,19.962646,20.515673,19.082102,0.428,0.10089991
5980168671797631616,17.555202,17.310398,16.729582,0.998,0.08584718
6028184619548537984,18.519773,19.590214,17.021587,0.638,0.116761185
6028189086316520832,14.18831,15.6189,13.015247,1.0,0.058228567
6028191147901117312,15.081125,16.396448,13.878835,1.0,0.09712827
6028189773511328000,18.484953,,,0.96,0.10202529
6028233410248053504,16.466583,18.10535,15.198629,1.0,0.09529223
6028233337217740800,11.844096,12.516659,11.053338,1.0,0.09457428
6028207262623739648,13.591239,15.22823,12.354968,1.0,0.044795264
6028301786268798720,18.447247,18.466633,16.865889,0.41,0.10699749
6028300171335200768,15.698994,17.706213,14.359042,1.0,0.041606117
6028287144568017536,12.77191,13.72126,11.806993,1.0,0.08820314
6028300579227242240,18.293653,18.69403,16.857416,0.594,0.10616415
6028219322846902656,19.21021,,,1.0,0.056435294
6028219322846908672,9.110705,9.465656,8.579417,1.0,0.05620106
5980184747871653504,15.696639,17.098135,14.406659,1.0,0.075595915
5980574700824581888,18.228138,18.214476,16.64263,0.58,0.10888529
5980216500579485056,,,18.02059,0.99,0.11292972
5979856238677742464,19.263418,21.567415,17.660027,1.0,0.07501914
5979862389141918336,7.4789534,7.6139708,7.220835,1.0,0.09337094
5979864411962501632,11.371692,11.998343,10.617437,1.0,0.08475716
5979930657538061824,10.433816,10.8240795,9.870991,1.0,0.08636994
5979930661921415680,14.955832,15.699152,13.703334,1.0,0.08673387
5980288484252541184,19.617104,,,0.628,0.103822306
5979847541335500672,15.441199,17.286821,14.151796,1.0,0.08385655
